,popularity,song_name,artist_name
1754,77,The Happiest Christmas Tree,Nat King Cole
1755,80,King Of My Heart,Taylor Swift
1756,77,One Night Only,Sonder
1757,80,Crazy Train,Ozzy Osbourne
1758,80,Back to the Old House - 2011 Remaster,The Smiths
1759,74,Overtime,Zach Bryan
1760,74,Master of Puppets (Remastered),Metallica
1761,78,Out Of The Woods (Taylor's Version),Taylor Swift
1762,75,Fifth of May,Zach Bryan
1763,78,Return of the Mack,Mark Morrison
1764,79,Cameras / Good Ones Go Interlude - Medley,Drake
1765,76,SLUT ME OUT,NLE Choppa
1766,80,I'm Not Okay (I Promise),My Chemical Romance
1767,76,Ocean Avenue,Yellowcard
1768,84,Summer Of '69,Bryan Adams
1769,73,Only,Nicki Minaj
1770,82,Good Riddance (Time of Your Life),Green Day
1771,77,The Party & The After Party - Original,The Weeknd
1772,74,Heart On Ice,Rod Wave
1773,77,Step On Me,The Cardigans
1774,85,Sweet Dreams (Are Made of This) - Remastered,Eurythmics
1775,89,Counting Stars,OneRepublic
1776,87,I'm Not The Only One,Sam Smith
1777,78,What Once Was,Her's
1778,76,Earned It (Fifty Shades Of Grey),The Weeknd
1779,81,NARCISSISTIC PERSONALITY DISORDER,Odetari
1780,79,This Night Has Opened My Eyes - 2011 Remaster,The Smiths
1781,81,Put Your Records On,Corinne Bailey Rae
1782,83,Dancing On My Own,Calum Scott
1783,83,older,Isabel LaRosa
1784,77,Members Only (feat. PARTYNEXTDOOR),Drake
1785,81,O Holy Night,Mariah Carey
1786,85,Story of My Life,One Direction
1787,76,Right Side of My Neck,Faye Webster
1788,85,Sign of the Times,Harry Styles
1789,80,Heartless (feat. Morgan Wallen),Diplo
1790,93,Jingle Bell Rock,Bobby Helms
1791,83,Rock and A Hard Place,Bailey Zimmerman
1792,81,Turks & Caicos (feat. 21 Savage),Rod Wave
1793,83,Me and Your Mama,Childish Gambino
1794,83,Wants and Needs (feat. Lil Baby),Drake
1795,91,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd
1796,88,Blue Christmas,Elvis Presley
1797,77,Linus And Lucy,Vince Guaraldi Trio
1798,77,Dreams and Nightmares,Meek Mill
1799,85,Shut Up and Dance,WALK THE MOON
1800,81,Mistletoe And Holly - Remastered 1999,Frank Sinatra
1801,85,Safe And Sound,Capital Cities
1802,87,Run Rudolph Run,Chuck Berry
1803,84,I Was Made For Lovin' You,KISS
1804,76,Blue World,Mac Miller
1805,81,POWER,Kanye West
1806,81,If We Have Each Other,Alec Benjamin
1807,80,Pretty When You Cry,Lana Del Rey
1808,74,When I'm Gone,3 Doors Down
1809,82,The Way I Loved You (Taylor’s Version),Taylor Swift
1810,76,I Wish You Would (Taylor's Version),Taylor Swift
1811,75,Ransom (with Juice WRLD) - Remix,Lil Tecca
1812,77,I Want You,Mitski
1813,72,wait in the truck (feat. Lainey Wilson),HARDY
1814,78,this is what autumn feels like,JVKE
1815,83,Where's My Love,SYML
1816,71,What Was I Thinkin',Dierks Bentley
1817,78,I Can't Save You (Interlude) [with Future & feat. Don Toliver],Metro Boomin
1818,83,POR EL CONTRARIO (with Angela Aguilar & Leonardo Aguilar),Becky G
1819,82,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis
1820,79,Look Back at It,A Boogie Wit da Hoodie
1821,74,Tomorrow 2 (with Cardi B),GloRilla
1822,76,RNB (feat. Lil Wayne & Tate Kobang),Nicki Minaj
1823,82,Wrecking Ball,Miley Cyrus
1824,72,With You I Am,Cody Johnson
1825,80,We Can't Stop,Miley Cyrus
1826,71,Why,Southall
1827,84,Party Monster,The Weeknd
1828,78,The Other Woman,Lana Del Rey
1829,75,Call Your Friends,Rod Wave
1830,75,Any Way You Want It,Journey
1831,86,Can't Stop,Red Hot Chili Peppers
1832,72,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled
1833,71,Hall of Fame (feat. will.i.am),The Script
1834,81,Winter Wonderland,Tony Bennett
1835,76,You Make It Feel Like Christmas (with Blake Shelton),Gwen Stefani
1836,72,Warning,Morgan Wallen
1837,77,SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),"Tyler, The Creator"
1838,73,Keep The Wolves Away,Uncle Lucius
1839,75,1400 / 999 Freestyle (feat. Juice WRLD),Trippie Redd
1840,81,Danza Kuduro,Don Omar
1841,82,(Sittin' On) the Dock of the Bay,Otis Redding
1842,80,Lovely Day,Bill Withers
1843,82,Little Dark Age,MGMT
1844,74,"Bitch, Don’t Kill My Vibe",Kendrick Lamar
1845,83,Trust Issues,Drake
1846,79,Don't You (Forget About Me),Simple Minds
1847,83,Beautiful Crazy,Luke Combs
1848,81,Around Me (feat. Don Toliver),Metro Boomin
1849,77,(Don't Fear) The Reaper,Blue Öyster Cult
1850,76,Youngest Daughter,Superheaven
1851,87,Just the Way You Are,Bruno Mars
1852,82,DJ Got Us Fallin' In Love (feat. Pitbull),USHER
1853,78,Love In The Dark,Adele
1854,81,Silver Bells,Dean Martin
1855,85,Modo DND,Xavi
1856,76,Soak City (Do it),310babii
1857,78,7 Summers,Morgan Wallen
1858,78,teenage dream,Olivia Rodrigo
1859,82,Die For You,Joji
1860,81,Nice For What,Drake
1861,84,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky
1862,85,Agora Hills,Doja Cat
1863,81,Fourth of July,Sufjan Stevens
1864,77,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone
1865,85,STAY (with Justin Bieber),The Kid LAROI
1866,79,Let Me Calm Down (feat. J. Cole),Nicki Minaj
1867,77,The Diary of Jane - Single Version,Breaking Benjamin
1868,90,Like Crazy,Jimin
1869,84,MIDDLE CHILD,J. Cole
1870,76,Private Jet Sleep,Deepnoum
1871,80,JGL,La Adictiva
1872,81,Porch Light,Josh Meloy
1873,78,All My Life (feat. J. Cole),Lil Durk
1874,74,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5
1875,82,Riptide,Vance Joy
1876,75,Jack & Diane,John Mellencamp
1877,74,JOAN OF ARC,Night Lovell
1878,75,Flex (feat. Juice WRLD),Polo G
1879,78,Dear John (Taylor's Version),Taylor Swift
1880,74,Joy Of My Life,Chris Stapleton
1881,76,All I Want Is You (feat. J. Cole),Miguel
1882,87,LAGUNAS,Peso Pluma
1883,89,Ghost,Justin Bieber
1884,87,3D (feat. Jack Harlow),Jung Kook
1885,86,Like It's Christmas,Jonas Brothers
1886,72,Bottle and Mary Jane,Jelly Roll
1887,86,3D (feat. Jack Harlow),Jung Kook
1888,74,jersey luv,GROOVY
1889,81,Have Yourself A Merry Little Christmas,Judy Garland
1890,77,MODERN JAM (feat. Teezo Touchdown),Travis Scott
1891,75,Jumbotron Shit Poppin,Drake
1892,86,golden hour,JVKE
1893,92,Seven (feat. Latto) (Explicit Ver.),Jung Kook
1894,76,Lord Pretty Flacko Jodye 2 (LPFJ2),A$AP Rocky
1895,82,Love Is Only a Feeling,Joey Bada$$
1896,76,July (feat. Leon Bridges),Noah Cyrus
1897,75,Sky Walker (feat. Travis Scott),Miguel
1898,76,wokeuplikethis*,Playboi Carti
1899,74,While We're Young,Jhené Aiko
1900,77,What They Want,Russ
1901,76,Feeling Whitney,Post Malone
1902,79,Raindrops (Insane) [with Travis Scott],Metro Boomin
1903,74,We Wish You A Merry Christmas,John Denver
1904,77,can't leave without it,21 Savage
1905,77,No Love (with SZA),Summer Walker
1906,77,Would? (2022 Remaster),Alice In Chains
1907,81,Wild World,Yusuf / Cat Stevens
1908,76,We Paid (feat. 42 Dugg),Lil Baby
1909,79,Dancing With Our Hands Tied,Taylor Swift
1910,78,Say It Ain't So,Weezer
1911,76,Stevie Doesn't Wonder,Hotel Ugly
1912,72,White Christmas (with Shania Twain),Michael Bublé
1913,71,I Will Wait,Mumford & Sons
1914,84,Space Cadet (feat. Gunna),Metro Boomin
1915,78,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone
1916,78,Carry on Wayward Son,Kansas
1917,78,Sleigh Ride,Andy Williams
1918,80,What A Wonderful World,Louis Armstrong
1919,76,Watch Me Work,Andrew Rannells
1920,78,Like I Want You,Giveon
1921,74,Wolves Cry,Bryan Martin
1922,74,White Horse,Chris Stapleton
1923,83,What's Up?,4 Non Blondes
1924,72,White Winter Hymnal,Fleet Foxes
1925,74,In A Good Way,Faye Webster
1926,75,What Would I Do?,Strawberry Guy
1927,87,Is There Someone Else?,The Weeknd
1928,75,Love & War,Kodak Black
1929,75,Now I'm up to My Neck with Offers,$uicideboy$
1930,72,Broken Window Serenade,Whiskey Myers
1931,80,Where Is My Mind? - Remastered,Pixies
1932,75,Doomsday (with Juice WRLD & Cordae),Lyrical Lemonade
1933,79,About A Girl,Nirvana
1934,84,IT GIRL,Aliyah's Interlude
1935,92,I'm Good (Blue),David Guetta
1936,84,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift
1937,81,It's Called: Freefall,Rainbow Kitten Surprise
1938,82,I Can't Handle Change,Roar
1939,99,All I Want for Christmas Is You,Mariah Carey
1940,91,Something in the Orange,Zach Bryan
1941,98,My Love Mine All Mine,Mitski
1942,91,A Holly Jolly Christmas,Burl Ives
1943,94,As It Was,Harry Styles
1944,94,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish
1945,87,Glock In My Lap,21 Savage
1946,83,Christmas Time Is Here,Vince Guaraldi Trio
1947,93,Sweater Weather,The Neighbourhood
1948,81,Feathered Indians,Tyler Childers
1949,84,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift
1950,84,Yes Indeed,Lil Baby
1951,88,Stargirl Interlude,The Weeknd
1952,90,When I Was Your Man,Bruno Mars
1953,87,The Less I Know The Better,Tame Impala
1954,85,Show Me How,Men I Trust
1955,89,That's What I Like,Bruno Mars
1956,82,"Baby, It's Cold Outside",Dean Martin
1957,62,Zoom!,1nonly
1958,60,Warsh_Tippy and Zelda,"Whatever, Dad"
1959,81,Copa Vacía,Shakira
1960,71,I Get Around,2Pac
1961,64,Fix'n To Break,Bailey Zimmerman
1962,64,Someday (Maggie's),Zach Bryan
1963,70,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN
1964,64,Underrated,Zoe Osama
1965,67,Feel So Numb,Rob Zombie
1966,68,Tangerine - Remaster,Led Zeppelin
1967,64,Some Whiskey,Warren Zeiders
1968,62,Comfort Zone,Sounds And Beyond
1969,64,Zen Way,Soul Dojo
1970,61,Mr. Carter,Lil Wayne
1971,67,Dirt Off Your Shoulder,JAY-Z
1972,58,Burn MF (feat. Rob Zombie),Five Finger Death Punch
1973,71,ZOOM,Jessi
1974,63,Zzzznoooring Robo-Rain,Utmost-@mos
1975,64,To Zion (feat. Carlos Santana),Ms. Lauryn Hill
1976,73,The Other Side,Hugh Jackman
1977,78,Vaina Loca,Ozuna
1978,57,Everything Zen,Bush
1979,0,Zillionaire,Flo Rida
1980,65,Werewolves of London,Warren Zevon
1981,0,Zindagi Jeene Ka,Udit Narayan
1982,0,Zindagi Jeene Ka,Udit Narayan
1983,60,Zydrate Anatomy,Paris Hilton
1984,71,Try Everything,Shakira
1985,75,La Gozadera (feat. Marc Anthony),Gente De Zona
1986,60,Zanzibar,Billy Joel
1987,79,Me and My Husband,Mitski
1988,85,LUNA,Peso Pluma
1989,78,My Hero,Foo Fighters
1990,79,Helena,My Chemical Romance
1991,75,Boys Back Home,Dylan Marlowe
1992,79,Hidden In the Sand,Tally Hall
1993,75,Headstrong,Trapt
1994,79,"Take Me Home, Country Roads",Lana Del Rey
1995,73,Gives You Hell,The All-American Rejects
1996,78,I Hate Everything About You,Three Days Grace
1997,75,Can't Have Mine (Find You A Girl),Dylan Scott
1998,75,Holiday,Green Day
1999,84,Bad Habits,Ed Sheeran
2000,76,No Heart,21 Savage
2001,82,run for the hills,Tate McRae
2002,76,Hurt Me,Juice WRLD
2003,78,HAPPY,NF
2004,80,How You Get The Girl (Taylor's Version),Taylor Swift
2005,77,Watching Him Fade Away,Mac DeMarco
2006,82,Eastside (with Halsey & Khalid),benny blanco
2007,80,Pacify Her,Melanie Martinez
2008,77,In Ha Mood,Ice Spice
2009,77,Hate Bein' Sober,Chief Keef
2010,77,I Hate U,SZA
2011,86,Scar Tissue,Red Hot Chili Peppers
2012,73,Pursuit Of Happiness (Nightmare),Kid Cudi
2013,74,Different 'Round Here,Riley Green
2014,74,Holy Roller (feat. Sierra Ferrell),Zach Bryan
2015,73,HYFR (Hell Ya Fucking Right),Drake
2016,79,My House,Flo Rida
2017,77,Flaming Hot Cheetos,Clairo
2018,82,El Hijo Mayor,Junior H
2019,84,Brooklyn Baby,Lana Del Rey
2020,80,LOKERA,Rauw Alejandro
2021,78,labour,Paris Paloma
2022,79,HVN ON EARTH (with Kodak Black),Lil Tecca
2023,79,"Going, Going, Gone",Luke Combs
2024,83,Hold the Line,TOTO
2025,86,7 Years,Lukas Graham
2026,78,"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel
2027,75,Lake Missoula,Richy Mitch & The Coal Miners
2028,82,Could You Be Loved,Bob Marley & The Wailers
2029,74,Up Down (feat. Florida Georgia Line),Morgan Wallen
2030,80,Lemonade (feat. NAV),Internet Money
2031,74,My Life,Nicki Minaj
2032,81,Our Time,Lil Tecca
2033,78,Me Acostumbre A Lo Bueno,Fuerza Regida
2034,84,Christmas Lights,Coldplay
2035,84,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons
2036,75,Lips Of An Angel,Hinder
2037,74,Skinny Love,Bon Iver
2038,79,I Like It,Cardi B
2039,79,Did It Again,Lil Tecca
2040,79,The Grinch,Trippie Redd
2041,79,At Last,Etta James
2042,75,Fake Love,Drake
2043,72,Lotus Flower Bomb (feat. Miguel),Wale
2044,88,Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin
2045,87,Christmas (Baby Please Come Home),Mariah Carey
2046,84,Northern Attitude (with Hozier),Noah Kahan
2047,90,Shut up My Moms Calling,Hotel Ugly
2048,80,"Merry Christmas, Happy Holidays",*NSYNC
2049,88,The Hills,The Weeknd
2050,86,Winter Wonderland - Spotify Singles Holiday,Laufey
2051,81,White Horse,Chris Stapleton
2052,82,What You Heard,Sonder
2053,91,Locked out of Heaven,Bruno Mars
2054,89,Say Yes To Heaven,Lana Del Rey
2055,86,"Santa, Can’t You Hear Me",Kelly Clarkson
2056,87,Ain't No Mountain High Enough,Marvin Gaye
2057,93,LADY GAGA,Peso Pluma
2058,85,i was all over her,salvia palth
2059,83,The Night We Met,Lord Huron
2060,91,Y LLORO,Junior H
2061,85,You Get Me So High,The Neighbourhood
2062,82,Took Her To The O,King Von
2063,83,90210 (feat. Kacy Hill),Travis Scott
2064,80,Best I Ever Had,Drake
2065,79,Broken Halos,Chris Stapleton
2066,90,3D (feat. Jack Harlow),Jung Kook
2067,84,Rich Nigga Shit (feat. Young Thug),21 Savage
2068,95,LALA,Myke Towers
2069,90,Take on Me,a-ha
2070,78,One Thing At A Time,Morgan Wallen
2071,73,goodbye looks good on you (feat. Mitchell Tenpenny),Alana Springsteen
2072,75,8 Days of Christmas,Destiny's Child
2073,77,The Christmas Song (Chestnuts Roasting On An Open Fire),Justin Bieber
2074,70,Hold On,Luke Grimes
2075,81,Let You Break My Heart Again,Laufey
2076,77,The Only Exception,Paramore
2077,85,Thinking out Loud,Ed Sheeran
2078,71,Word on the Streets,Key Glock
2079,81,Aerials,System Of A Down
2080,73,What You Need - Original,The Weeknd
2081,83,Adventure of a Lifetime,Coldplay
2082,71,Hell Of A View,Eric Church
2083,77,Overwhelmed (Ryan Mack Remix),Ryan Mack
2084,81,Sleigh Ride,Ella Fitzgerald
2085,80,Sundress,A$AP Rocky
2086,85,Sunroof,Nicky Youre
2087,84,ball w/o you,21 Savage
2088,88,goosebumps,Travis Scott
2089,83,Sweet,Cigarettes After Sex
2090,88,MY EYES,Travis Scott
2091,85,Still D.R.E.,Dr. Dre
2092,75,Shake It Off,Taylor Swift
2093,78,Stir Fry,Migos
2094,84,Runnin,21 Savage
2095,87,Look What You Made Me Do,Taylor Swift
2096,83,Shake It Off (Taylor's Version),Taylor Swift
2097,93,QLONA,KAROL G
2098,83,Broken Clocks,SZA
2099,86,Boy's a liar Pt. 2,PinkPantheress
2100,75,Loveeeeeee Song,Rihanna
2101,80,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift
2102,93,Flowers,Miley Cyrus
2103,88,Let Me Down Slowly,Alec Benjamin
2104,84,Silence,Marshmello
2105,82,All Your'n,Tyler Childers
2106,80,Black Hole Sun,Soundgarden
2107,79,Frosty the Snowman,The Ronettes
2108,71,Freestyle 2,Ken Carson
2109,71,Venom,$uicideboy$
2110,73,The Hills X Creepin X The Color Violet,LonelyEve
2111,70,Whiplash'd,Xavier Wulf
2112,77,Loyal (feat. Lil Wayne & Tyga),Chris Brown
2113,80,MONTERO (Call Me By Your Name),Lil Nas X
2114,75,NUMB,XXXTENTACION
2115,72,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",Camille Saint-Saëns
2116,68,Intro,The xx
2117,76,The Lost Soul Down X Lost Soul,NBSPLV
2118,71,Audubon,$uicideboy$
2119,68,Photograph,Ed Sheeran
2120,88,Treat You Better,Shawn Mendes
2121,84,bad guy,Billie Eilish
2122,78,679 (feat. Remy Boyz),Fetty Wap
2123,77,beamer boy,Lil Peep
2124,77,Animal I Have Become,Three Days Grace
2125,79,Bank Account,21 Savage
2126,81,My Boo,USHER
2127,77,Beast Of Burden - Remastered 1994,The Rolling Stones
2128,76,Brandy (You're a Fine Girl),Looking Glass
2129,78,Big Difference,Nicki Minaj
2130,81,Hotline Bling,Drake
2131,85,What Makes You Beautiful,One Direction
2132,80,Chicken Fried,Zac Brown Band
2133,91,LOU LOU,Gabito Ballesteros
2134,78,Bodies,Drowning Pool
2135,87,Clean White Noise - Loopable with no fade,White Noise Baby Sleep
2136,78,Lie,NF
2137,73,Last Night Lonely,Jon Pardi
2138,78,Interstate Love Song - 2019 Remaster,Stone Temple Pilots
2139,79,Lavender Sunflower,Tory Lanez
2140,79,Ho Hey,The Lumineers
2141,77,Fell In Love,Marshmello
2142,82,Love Story (Taylor’s Version),Taylor Swift
2143,74,Something Like That,Tim McGraw
2144,74,I <3 My Choppa,Tay-K
2145,76,Bad At Love,Halsey
2146,85,Lost in the Fire (feat. The Weeknd),Gesaffelstein
2147,80,santa doesn’t know you like i do,Sabrina Carpenter
2148,79,Flooded The Face,Lil Uzi Vert
2149,73,County Line,Chase Matthew
2150,73,Loser,Beck
2151,82,Exchange,Bryson Tiller
2152,79,Beer Never Broke My Heart,Luke Combs
2153,76,I love freaks,Lijay
2154,79,Girls Want Girls (with Lil Baby),Drake
2155,77,Circo Loco,Drake
2156,79,Limbo,Freddie Dredd
2157,78,Feels Like,Gracie Abrams
2158,83,Break Stuff,Limp Bizkit
2159,86,Cinnamon Girl,Lana Del Rey
2160,83,Coal,Dylan Gossett
2161,84,"Sex, Drugs, Etc.",Beach Weather
2162,76,Don't Stop Me Now - Remastered 2011,Queen
2163,85,PRIDE.,Kendrick Lamar
2164,75,Red Ruby Da Sleeze,Nicki Minaj
2165,75,Don't Tell 'Em,Jeremih
2166,73,From The D To The A (feat. Lil Yachty),Tee Grizzley
2167,77,How to disappear,Lana Del Rey
2168,75,Paranoid (feat. Destroy Lonely),Ken Carson
2169,75,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake
2170,77,Dollhouse,Melanie Martinez
2171,76,Broadway Girls (feat. Morgan Wallen),Lil Durk
2172,76,In Case You Didn't Know,Brett Young
2173,76,Things to Do,Alex G
2174,82,Consume (feat. Goon Des Garcons),Chase Atlantic
2175,73,Back in Blood (feat. Lil Durk),Pooh Shiesty
2176,72,Country Boy's Dream Girl,Ella Langley
2177,77,Wanted Dead Or Alive,Bon Jovi
2178,73,La Última Vez - Deluxe,Ivan Cornejo
2179,82,idontwannabeyouanymore,Billie Eilish
2180,78,Cherry Waves,Deftones
2181,80,Love Yourz,J. Cole
2182,71,I Deserve A Drink,Morgan Wallen
2183,75,DUCKWORTH.,Kendrick Lamar
2184,85,MIENTRAS ME CURO DEL CORA,KAROL G
2185,75,BROAD DAY (feat. Future),Offset
2186,76,We Don't Talk About Bruno,Carolina Gaitán - La Gaita
2187,80,Inside Out,Duster
2188,76,In This Darkness,Clara La San
2189,78,Jungle,Drake
2190,80,Teenage Dirtbag,Wheatus
2191,78,La Curiosidad,Ivan Cornejo
2192,80,You Know How We Do It,Ice Cube
2193,71,Boyz Don't Cry,Rod Wave
2194,82,Yebba’s Heartbreak,Drake
2195,74,Donald Trump,Mac Miller
2196,79,My Own Summer (Shove It),Deftones
2197,90,Perfect,Ed Sheeran
2198,85,Redbone,Childish Gambino
2199,74,Growing Sideways,Noah Kahan
2200,80,WASTE,Kxllswxtch
2201,74,She's My Collar (feat. Kali Uchis),Gorillaz
2202,74,No Complaints,Noah Kahan
2203,76,Rosemary,Deftones
2204,73,Hot N Cold,Katy Perry
2205,74,Kiss of Life,Sade
2206,67,Keep It G,Rod Wave
2207,75,The One That Got Away,Katy Perry
2208,78,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae
2209,72,Pursuit Of Happiness (Nightmare),Kid Cudi
2210,76,PSA,Kay Flock
2211,77,Everything I Am,Kanye West
2212,69,Kacey Talk,YoungBoy Never Broke Again
2213,76,8TEEN,Khalid
2214,68,GEEKALEEK (feat. Cash Kidd),OHGEESY
2215,78,Rich Spirit,Kendrick Lamar
2216,71,Knock Knock,SoFaygo
2217,85,See You Again (feat. Charlie Puth),Wiz Khalifa
2218,74,trademark usa,Baby Keem
2219,73,She Keeps Me Up,Nickelback
2220,82,MEGAVERSE,Stray Kids
2221,72,Glittery - From The Kacey Musgraves Christmas Show,Kacey Musgraves
2222,77,Dancin - Krono Remix,Aaron Smith
2223,72,Keep Ya Head Up,2Pac
2224,71,Fell In Love (with Ken Carson),Lil Tecca
2225,83,Dark Horse,Katy Perry
2226,74,Karma (feat. Ice Spice),Taylor Swift
2227,74,"Your Needs, My Needs",Noah Kahan
2228,75,Kiwi,Harry Styles
2229,74,"Everywhere, Everything",Noah Kahan
2230,70,Mona Lisa (feat. Kendrick Lamar),Lil Wayne
2231,78,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne
2232,69,Kitty Kat,Megan Thee Stallion
2233,73,Winter Wonderland / Don't Worry Be Happy (feat. Tori Kelly),Pentatonix
2234,55,RNB (Lil Wayne & Tate Kobang),Nicki Minaj
2235,68,Hotel Key,Old Dominion
2236,90,Calm Down (with Selena Gomez),Rema
2237,93,Slow Dancing,V
2238,87,Rich Flex,Drake
2239,93,Houdini,Dua Lipa
2240,82,Me & U,Tems
2241,84,Labios Mordidos (with KAROL G),Kali Uchis
2242,74,Bottoms Up (feat. Nicki Minaj),Trey Songz
2243,74,$outh $ide $uicide,$uicideboy$
2244,81,Shake Up Christmas,Train
2245,78,Hands up!,6arelyhuman
2246,76,Memoirs of a Gorilla,$uicideboy$
2247,79,Just Wanna Rock,Lil Uzi Vert
2248,81,Start Me Up - Remastered 2009,The Rolling Stones
2249,78,Get Up,NewJeans
2250,82,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis
2251,81,Glimpse of Us,Joji
2252,76,Money Longer,Lil Uzi Vert
2253,76,Unsteady,X Ambassadors
2254,82,Wake Me Up Before You Go-Go,Wham!
2255,81,Monëy so big,Yeat
2256,83,For Us,V
2257,71,Universal Sound,Tyler Childers
2258,76,Falling for U,Peachy!
2259,84,How You Remind Me,Nickelback
2260,81,Until I Found You,Stephen Sanchez
2261,82,Wake Me up When September Ends,Green Day
2262,77,Build Me Up Buttercup (Mono),The Foundations
2263,71,Ugly,$uicideboy$
2264,73,Pull Up (feat. 21 Savage),Toosii
2265,70,Pour It Up,Rihanna
2266,82,Yale,Ken Carson
2267,85,"You're On Your Own, Kid",Taylor Swift
2268,83,Young,Vacations
2269,83,You Need To Calm Down,Taylor Swift
2270,86,You Belong With Me (Taylor’s Version),Taylor Swift
2271,76,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft
2272,84,Youngblood,5 Seconds of Summer
2273,77,You Da One,Rihanna
2274,92,Pink + White,Frank Ocean
2275,91,Surround Sound (feat. 21 Savage & Baby Tate),JID
2276,89,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como
2277,93,It's the Most Wonderful Time of the Year,Andy Williams
2278,87,TELEKINESIS (feat. SZA & Future),Travis Scott
2279,93,fukumean,Gunna
2280,83,Girl With The Tattoo Enter.lewd,Miguel
2281,87,Bound 2,Kanye West
2282,86,Clouded,Brent Faiyaz
2283,83,My Kind of Woman,Mac DeMarco
2284,82,Let Me Know (I Wonder Why Freestyle),Juice WRLD
2285,83,NEW MAGIC WAND,"Tyler, The Creator"
2286,94,Starboy,The Weeknd
2287,82,Chasin' You,Morgan Wallen
2288,89,I Love You So,The Walters
2289,80,Wishing Well,Juice WRLD
2290,80,She Calls Me Back (with Kacey Musgraves),Noah Kahan
2291,77,Would That I,Hozier
2292,79,Where the Wild Things Are,Luke Combs
2293,78,Pink Matter,Frank Ocean
2294,84,July,Noah Cyrus
2295,75,Johnny Dang (with Paul Wall & DRODi),That Mexican OT
2296,80,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat
2297,81,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",Metro Boomin
2298,71,Out Of That Truck,Carrie Underwood
2299,82,Centuries,Fall Out Boy
2300,78,Shake the Frost (Live),Tyler Childers
2301,71,Outside Today,YoungBoy Never Broke Again
2302,86,LA CANCIÓN,J Balvin
2303,78,Meet Me At Our Spot,THE ANXIETY
2304,84,Dile,Don Omar
2305,84,Toxicity,System Of A Down
2306,85,No Surprises,Radiohead
2307,77,"Think Of Me Once In A While, Take Care",Take Care
2308,76,Break It Off - Bonus,PinkPantheress
2309,79,Nothin' on You (feat. Bruno Mars),B.o.B
2310,76,Outside All Night (feat. A$AP Rocky & N3WYRKLA),Brent Faiyaz
2311,78,Baba O'Riley,The Who
2312,71,Obsessed,Mariah Carey
2313,70,One Of The Girls,The Weeknd
2314,78,Self Control,Frank Ocean
2315,82,Hold On,Chord Overstreet
2316,72,Chip On My Shoulder,Rod Wave
2317,76,Bulls On Parade,Rage Against The Machine
2318,84,Easy On Me,Adele
2319,73,On Time (with John Legend),Metro Boomin
2320,81,TRES BOTELLAS,Junior H
2321,75,Neighbors,J. Cole
2322,82,Extssy Model,Junior H
2323,73,Plain Jane REMIX (feat. Nicki Minaj),A$AP Ferg
2324,74,Nutshell,Alice In Chains
2325,70,First Person Shooter (feat. J. Cole),Drake
2326,79,I Want You Back,The Jackson 5
2327,85,Too Sad to Dance,Jung Kook
2328,81,Attention,NewJeans
2329,69,Cross The Globe (feat. Juice WRLD),Lil Durk
2330,68,Joker And The Thief,Wolfmother
2331,85,Sorry,Justin Bieber
2332,0,Jingle Bells,Michael Bublé
2333,0,Jingle Bells,Michael Bublé
2334,4,Maine Pi Rakhi Hai (Jhankar Beat),Pritam
2335,71,I Just Can't Wait to Be King,Jason Weaver
2336,66,Jack and Diet Coke,Redferrin
2337,70,JUST LIKE YOU,NF
2338,78,PLEBADA,El Alfa
2339,73,Safe & Sound (feat. Joy Williams and John Paul White) (Taylor’s Version),Taylor Swift
2340,84,Baby,Justin Bieber
2341,80,Down,Jay Sean
2342,66,JACK,HARDY
2343,86,Christmas Tree Farm,Taylor Swift
2344,89,Godzilla (feat. Juice WRLD),Eminem
2345,90,Lovers Rock,TV Girl
