danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genres,popularity,song_name,artist_name,genius_id,release_date
0.867,0.646,1,-4.674,0,0.288,0.303,0.0,0.279,0.67,88.634,audio_features,6MdqqkQ8sSC0WB4i8PyRuQ,spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,https://api.spotify.com/v1/tracks/6MdqqkQ8sSC0WB4i8PyRuQ,https://api.spotify.com/v1/audio-analysis/6MdqqkQ8sSC0WB4i8PyRuQ,304600,4,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",80,No Diggity,Blackstreet,6320,"{'year': 1996, 'month': 9, 'day': 9}"
0.627,0.828,9,-3.586,0,0.124,0.222,0.0,0.109,0.712,176.08,audio_features,3Yw6KJjm8ycybvl6UdW9dq,spotify:track:3Yw6KJjm8ycybvl6UdW9dq,https://api.spotify.com/v1/tracks/3Yw6KJjm8ycybvl6UdW9dq,https://api.spotify.com/v1/audio-analysis/3Yw6KJjm8ycybvl6UdW9dq,215470,4,"['colombian pop', 'reggaeton colombiano', 'trap latino', 'urbano latino']",79,GANGSTER (PQFNEDG),Ovy On The Drums,9635212,"{'year': 2023, 'month': 10, 'day': 19}"
0.751,0.669,7,-5.367,1,0.445,0.442,2.11e-06,0.15,0.69,93.705,audio_features,7ucEkWU0SVy0XFdfXESgfY,spotify:track:7ucEkWU0SVy0XFdfXESgfY,https://api.spotify.com/v1/tracks/7ucEkWU0SVy0XFdfXESgfY,https://api.spotify.com/v1/audio-analysis/7ucEkWU0SVy0XFdfXESgfY,250851,4,"['reggaeton', 'trap latino', 'urbano latino']",82,LOS PITS,Bad Bunny,9614069,"{'year': 2023, 'month': 10, 'day': 13}"
0.429,0.197,3,-9.798,1,0.032,0.774,3.02e-06,0.146,0.197,128.49,audio_features,0u9NVrPqUINrHIFCuPOnYm,spotify:track:0u9NVrPqUINrHIFCuPOnYm,https://api.spotify.com/v1/tracks/0u9NVrPqUINrHIFCuPOnYm,https://api.spotify.com/v1/audio-analysis/0u9NVrPqUINrHIFCuPOnYm,243709,4,"['classic oklahoma country', 'modern country pop']",73,November Air,Zach Bryan,6214743,"{'year': 2020, 'month': 11, 'day': 27}"
0.673,0.886,9,-4.347,1,0.0282,0.302,0.348,0.0792,0.679,140.586,audio_features,4NUhcsz9E1LrBe8nXLZqzp,spotify:track:4NUhcsz9E1LrBe8nXLZqzp,https://api.spotify.com/v1/tracks/4NUhcsz9E1LrBe8nXLZqzp,https://api.spotify.com/v1/audio-analysis/4NUhcsz9E1LrBe8nXLZqzp,152000,4,['pov: indie'],77,It Almost Worked,TV Girl,5525304,"{'year': 2020, 'month': 5, 'day': 1}"
0.552,0.744,4,-2.656,0,0.124,0.496,0.0,0.112,0.627,156.027,audio_features,4pcafPzLDSqQktqSpxHL3E,spotify:track:4pcafPzLDSqQktqSpxHL3E,https://api.spotify.com/v1/tracks/4pcafPzLDSqQktqSpxHL3E,https://api.spotify.com/v1/audio-analysis/4pcafPzLDSqQktqSpxHL3E,217133,4,"['reggaeton', 'trap latino', 'urbano latino']",83,THUNDER Y LIGHTNING,Bad Bunny,9614079,"{'year': 2023, 'month': 10, 'day': 13}"
0.69,0.732,3,-5.352,0,0.0497,0.0604,0.00114,0.168,0.636,107.977,audio_features,0qo1JukfClmpHnUOJxpFXi,spotify:track:0qo1JukfClmpHnUOJxpFXi,https://api.spotify.com/v1/tracks/0qo1JukfClmpHnUOJxpFXi,https://api.spotify.com/v1/audio-analysis/0qo1JukfClmpHnUOJxpFXi,178889,4,"['bedroom pop', 'pov: indie']",71,killer queen,Mad Tsai,6864940,"{'year': 2021, 'month': 10, 'day': 29}"
0.681,0.788,1,-4.323,1,0.0785,0.0482,0.0,0.0753,0.839,170.019,audio_features,1j6xOGusnyXq3l6IryKF3G,spotify:track:1j6xOGusnyXq3l6IryKF3G,https://api.spotify.com/v1/tracks/1j6xOGusnyXq3l6IryKF3G,https://api.spotify.com/v1/audio-analysis/1j6xOGusnyXq3l6IryKF3G,220117,4,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",84,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,4140621,
0.548,0.691,4,-13.553,0,0.0369,0.015,0.106,0.144,0.667,137.145,audio_features,4KfSdst7rW39C0sfhArdrz,spotify:track:4KfSdst7rW39C0sfhArdrz,https://api.spotify.com/v1/tracks/4KfSdst7rW39C0sfhArdrz,https://api.spotify.com/v1/audio-analysis/4KfSdst7rW39C0sfhArdrz,261933,4,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'singer-songwriter', 'soft rock']",77,Barracuda,Heart,264162,"{'year': 1977, 'month': 5, 'day': 14}"
0.342,0.463,6,-11.716,1,0.0354,0.0101,0.000712,0.12,0.187,85.05,audio_features,2JltnZUDzrxKuwNjkK5N6Q,spotify:track:2JltnZUDzrxKuwNjkK5N6Q,https://api.spotify.com/v1/tracks/2JltnZUDzrxKuwNjkK5N6Q,https://api.spotify.com/v1/audio-analysis/2JltnZUDzrxKuwNjkK5N6Q,210347,4,['sad sierreno'],68,No Me Quise Ir,Ivan Cornejo,7686224,"{'year': 2022, 'month': 6, 'day': 3}"
0.723,0.697,7,-3.643,1,0.215,0.161,0.0,0.0814,0.858,159.01,audio_features,0MHFbqdlWzAkgO8p7pkfMb,spotify:track:0MHFbqdlWzAkgO8p7pkfMb,https://api.spotify.com/v1/tracks/0MHFbqdlWzAkgO8p7pkfMb,https://api.spotify.com/v1/audio-analysis/0MHFbqdlWzAkgO8p7pkfMb,172056,3,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",78,Mi Terre CLN,Fuerza Regida,8850646,"{'year': 2022, 'month': 12, 'day': 30}"
0.778,0.555,6,-5.473,0,0.231,0.325,0.0,0.111,0.271,143.916,audio_features,1U3A66OHQyTu4N2QTMsP86,spotify:track:1U3A66OHQyTu4N2QTMsP86,https://api.spotify.com/v1/tracks/1U3A66OHQyTu4N2QTMsP86,https://api.spotify.com/v1/audio-analysis/1U3A66OHQyTu4N2QTMsP86,177451,4,"['reggaeton', 'trap latino', 'urbano latino']",82,GRACIAS POR NADA,Bad Bunny,9614064,"{'year': 2023, 'month': 10, 'day': 13}"
0.57,0.589,9,-5.378,1,0.0488,0.0753,0.0,0.0582,0.796,182.318,audio_features,0kzN7YAMSbmlHOvxlbQW9y,spotify:track:0kzN7YAMSbmlHOvxlbQW9y,https://api.spotify.com/v1/tracks/0kzN7YAMSbmlHOvxlbQW9y,https://api.spotify.com/v1/audio-analysis/0kzN7YAMSbmlHOvxlbQW9y,190554,4,"['corrido', 'norteno', 'sad sierreno']",74,Di Que Si,Grupo Marca Registrada,8812905,"{'year': 2023, 'month': 2, 'day': 3}"
0.73,0.757,2,-7.379,1,0.0989,0.00189,0.833,0.157,0.259,102.378,audio_features,04cMUwER7r2VwqMCj4kYJ9,spotify:track:04cMUwER7r2VwqMCj4kYJ9,https://api.spotify.com/v1/tracks/04cMUwER7r2VwqMCj4kYJ9,https://api.spotify.com/v1/audio-analysis/04cMUwER7r2VwqMCj4kYJ9,136652,4,"['drift phonk', 'gym phonk']",76,Devil Eyes,ZODIVK,8671600,"{'year': 2022, 'month': 12, 'day': 24}"
0.699,0.645,10,-4.485,0,0.0452,0.217,6.3e-06,0.0723,0.484,129.99,audio_features,3P9pRL7V9yM9DhY6NGZjzA,spotify:track:3P9pRL7V9yM9DhY6NGZjzA,https://api.spotify.com/v1/tracks/3P9pRL7V9yM9DhY6NGZjzA,https://api.spotify.com/v1/audio-analysis/3P9pRL7V9yM9DhY6NGZjzA,173303,4,"['pop', 'uk pop']",73,Love Like This,ZAYN,9296239,"{'year': 2023, 'month': 7, 'day': 21}"
0.367,0.896,11,-4.002,1,0.091,0.000627,0.0,0.207,0.38,170.863,audio_features,7v8wKvNQQIxkugCFFjrkaO,spotify:track:7v8wKvNQQIxkugCFFjrkaO,https://api.spotify.com/v1/tracks/7v8wKvNQQIxkugCFFjrkaO,https://api.spotify.com/v1/audio-analysis/7v8wKvNQQIxkugCFFjrkaO,184893,4,"['anime', 'anime rock', 'j-pixie', 'j-pop', 'j-poprock']",72,残響散歌,Aimer,7232920,"{'year': 2021, 'month': 12, 'day': 6}"
0.864,0.821,10,-4.476,0,0.0646,0.186,0.00283,0.062,0.947,116.026,audio_features,5gRslx9ORG3Au16BcR2Df5,spotify:track:5gRslx9ORG3Au16BcR2Df5,https://api.spotify.com/v1/tracks/5gRslx9ORG3Au16BcR2Df5,https://api.spotify.com/v1/audio-analysis/5gRslx9ORG3Au16BcR2Df5,183066,4,,65,Zumba (feat. Yomel El Meloso & Tivi Gunz),Luigui Bleand,-1,"{'year': 0, 'month': 0, 'day': 0}"
0.161,0.974,1,-19.947,1,0.106,0.00029,0.988,0.901,0.00863,129.212,audio_features,3dHVp4tIryXs62JYtcINhc,spotify:track:3dHVp4tIryXs62JYtcINhc,https://api.spotify.com/v1/tracks/3dHVp4tIryXs62JYtcINhc,https://api.spotify.com/v1/audio-analysis/3dHVp4tIryXs62JYtcINhc,208000,4,['rain'],68,Electric Drops,Zinan,141146,"{'year': 1922, 'month': 2, 'day': 2}"
0.541,0.836,7,-5.232,0,0.0383,0.00133,0.00334,0.375,0.76,94.981,audio_features,1XLRbmOA8GbWDVQhAt2JQK,spotify:track:1XLRbmOA8GbWDVQhAt2JQK,https://api.spotify.com/v1/tracks/1XLRbmOA8GbWDVQhAt2JQK,https://api.spotify.com/v1/audio-analysis/1XLRbmOA8GbWDVQhAt2JQK,106892,4,['dark trap'],65,Not Worth It,ZillaKami,6774045,"{'year': 2021, 'month': 9, 'day': 3}"
0.286,0.0968,7,-16.806,1,0.0323,0.178,0.696,0.0861,0.0395,62.881,audio_features,6ZFbXIJkuI1dVNWvzJzown,spotify:track:6ZFbXIJkuI1dVNWvzJzown,https://api.spotify.com/v1/tracks/6ZFbXIJkuI1dVNWvzJzown,https://api.spotify.com/v1/audio-analysis/6ZFbXIJkuI1dVNWvzJzown,275556,4,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",75,Time,Hans Zimmer,2176895,"{'year': 2010, 'month': 7, 'day': 13}"
0.51,0.202,0,-13.051,1,0.0477,0.883,1.59e-06,0.119,0.139,104.967,audio_features,7r2DoJ1tzl12CJ3fbsmoUT,spotify:track:7r2DoJ1tzl12CJ3fbsmoUT,https://api.spotify.com/v1/tracks/7r2DoJ1tzl12CJ3fbsmoUT,https://api.spotify.com/v1/audio-analysis/7r2DoJ1tzl12CJ3fbsmoUT,182074,4,['social media pop'],70,anatomy,kenzie,8704120,"{'year': 2023, 'month': 7, 'day': 21}"
0.363,0.933,8,-3.808,1,0.175,0.000105,2.09e-06,0.102,0.676,200.215,audio_features,725NSbIej5lP3GfhLC7So3,spotify:track:725NSbIej5lP3GfhLC7So3,https://api.spotify.com/v1/tracks/725NSbIej5lP3GfhLC7So3,https://api.spotify.com/v1/audio-analysis/725NSbIej5lP3GfhLC7So3,228160,4,,68,115,Elena Siegman,69706,"{'year': 2010, 'month': 11, 'day': 10}"
0.628,0.833,11,-4.126,0,0.0282,0.0079,1.48e-05,0.074,0.56,128.003,audio_features,2ISSQPb9LHHiV6ng2NXosL,spotify:track:2ISSQPb9LHHiV6ng2NXosL,https://api.spotify.com/v1/tracks/2ISSQPb9LHHiV6ng2NXosL,https://api.spotify.com/v1/audio-analysis/2ISSQPb9LHHiV6ng2NXosL,218293,4,"['complextro', 'edm', 'german techno', 'pop', 'pop dance']",71,Beautiful Now,Zedd,1790861,"{'year': 2015, 'month': 5, 'day': 14}"
0.578,0.448,5,-6.265,1,0.0358,0.398,0.0,0.13,0.352,120.67,audio_features,5QJQzE25BlcBVs7TNtF3qi,spotify:track:5QJQzE25BlcBVs7TNtF3qi,https://api.spotify.com/v1/tracks/5QJQzE25BlcBVs7TNtF3qi,https://api.spotify.com/v1/audio-analysis/5QJQzE25BlcBVs7TNtF3qi,240536,4,"['classic oklahoma country', 'modern country pop']",63,Oklahoma City,Zach Bryan,5862827,"{'year': 2020, 'month': 7, 'day': 21}"
0.835,0.598,1,-5.182,1,0.073,0.0144,0.0,0.16,0.0733,110.027,audio_features,0TtvdE2beN4abriNlNBlpJ,spotify:track:0TtvdE2beN4abriNlNBlpJ,https://api.spotify.com/v1/tracks/0TtvdE2beN4abriNlNBlpJ,https://api.spotify.com/v1/audio-analysis/0TtvdE2beN4abriNlNBlpJ,101799,4,"['cloud rap', 'dark trap', 'new orleans rap', 'underground hip hop']",59,Mega Zeph,$uicideboy$,5254569,"{'year': 2020, 'month': 2, 'day': 14}"
0.42,0.725,8,-4.262,1,0.223,0.092,0.0,0.18,0.186,77.941,audio_features,2sOj9vyd6yiss9W1IK6chU,spotify:track:2sOj9vyd6yiss9W1IK6chU,https://api.spotify.com/v1/tracks/2sOj9vyd6yiss9W1IK6chU,https://api.spotify.com/v1/audio-analysis/2sOj9vyd6yiss9W1IK6chU,501648,1,"['hip hop', 'miami hip hop', 'pop rap', 'rap']",65,"GOD DID (feat. Rick Ross, Lil Wayne, Jay-Z, John Legend & Fridayy)",DJ Khaled,8328308,"{'year': 2022, 'month': 8, 'day': 26}"
0.484,0.804,1,-5.884,1,0.0286,0.0111,0.116,0.268,0.802,92.425,audio_features,6qLQ0K5jkOB0QrbDwNmKg9,spotify:track:6qLQ0K5jkOB0QrbDwNmKg9,https://api.spotify.com/v1/tracks/6qLQ0K5jkOB0QrbDwNmKg9,https://api.spotify.com/v1/audio-analysis/6qLQ0K5jkOB0QrbDwNmKg9,127000,4,['american post-punk'],68,On Fye,The Simps,6391240,"{'year': 2020, 'month': 12, 'day': 10}"
0.688,0.786,4,-7.025,0,0.0394,0.279,1.42e-06,0.24,0.803,142.026,audio_features,7vO6yVflgdpdAxArZV6URT,spotify:track:7vO6yVflgdpdAxArZV6URT,https://api.spotify.com/v1/tracks/7vO6yVflgdpdAxArZV6URT,https://api.spotify.com/v1/audio-analysis/7vO6yVflgdpdAxArZV6URT,153388,4,"['country rap', 'nashville hip hop', 'tennessee hip hop']",56,Comfort Zone,Jelly Roll,3527351,
0.64,0.754,1,-5.873,0,0.283,0.255,0.0,0.63,0.584,87.15,audio_features,6K07Ahf6V7CAQn0ikrOztl,spotify:track:6K07Ahf6V7CAQn0ikrOztl,https://api.spotify.com/v1/tracks/6K07Ahf6V7CAQn0ikrOztl,https://api.spotify.com/v1/audio-analysis/6K07Ahf6V7CAQn0ikrOztl,397667,4,"['chicago rap', 'hip hop', 'rap']",66,So Appalled,Kanye West,1353,"{'year': 2010, 'month': 9, 'day': 24}"
0.281,0.139,5,-14.392,1,0.0305,0.829,0.0,0.0725,0.169,92.64,audio_features,6klpXs2uAjagnZMFkt4qkl,spotify:track:6klpXs2uAjagnZMFkt4qkl,https://api.spotify.com/v1/tracks/6klpXs2uAjagnZMFkt4qkl,https://api.spotify.com/v1/audio-analysis/6klpXs2uAjagnZMFkt4qkl,224240,4,"['dance pop', 'neo mellow', 'post-teen pop']",71,"I See the Light - From ""Tangled"" / Soundtrack Version",Mandy Moore,3747658,"{'year': 1994, 'month': None, 'day': None}"
0.155,0.874,5,-20.122,0,0.0433,0.0426,0.955,0.345,0.0317,86.587,audio_features,7bJAQD5AAq9zxQz1nal7tp,spotify:track:7bJAQD5AAq9zxQz1nal7tp,https://api.spotify.com/v1/tracks/7bJAQD5AAq9zxQz1nal7tp,https://api.spotify.com/v1/audio-analysis/7bJAQD5AAq9zxQz1nal7tp,158250,4,['rain'],69,Rain Dancing,Zuni,3212025,"{'year': 2017, 'month': 7, 'day': 28}"
0.817,0.672,11,-5.612,0,0.299,0.441,0.0,0.13,0.774,93.999,audio_features,6K5BsR04ijf3FHNzjbaagD,spotify:track:6K5BsR04ijf3FHNzjbaagD,https://api.spotify.com/v1/tracks/6K5BsR04ijf3FHNzjbaagD,https://api.spotify.com/v1/audio-analysis/6K5BsR04ijf3FHNzjbaagD,332240,4,"['reggaeton', 'trap latino', 'urbano latino']",78,Si Se Da - Remix,Myke Towers,4572458,"{'year': 2019, 'month': 8, 'day': 1}"
0.777,0.672,2,-7.157,1,0.0641,0.0189,0.0312,0.396,0.358,144.003,audio_features,3ykD76bDGfeLUaCiQ7GtJE,spotify:track:3ykD76bDGfeLUaCiQ7GtJE,https://api.spotify.com/v1/tracks/3ykD76bDGfeLUaCiQ7GtJE,https://api.spotify.com/v1/audio-analysis/3ykD76bDGfeLUaCiQ7GtJE,121667,4,"['aesthetic rap', 'canadian hip hop', 'canadian trap', 'cloud rap', 'dark trap', 'ottawa rap']",64,LIFE SUCKS SO WE FUCK (feat. ZillaKami),Night Lovell,9741167,"{'year': 2023, 'month': 12, 'day': 8}"
0.584,0.915,6,-3.199,0,0.11,0.00686,0.000155,0.098,0.57,181.882,audio_features,4vOoQh9MhS9pyrbvc8LyMz,spotify:track:4vOoQh9MhS9pyrbvc8LyMz,https://api.spotify.com/v1/tracks/4vOoQh9MhS9pyrbvc8LyMz,https://api.spotify.com/v1/audio-analysis/4vOoQh9MhS9pyrbvc8LyMz,196940,4,"['pop', 'scandipop', 'swedish electropop', 'swedish pop']",78,Can't Tame Her,Zara Larsson,8625129,"{'year': 2023, 'month': 1, 'day': 26}"
0.847,0.637,7,-8.751,0,0.0587,0.201,0.201,0.121,0.0509,120.033,audio_features,5KTZgG84bKFGm53lhLtTqc,spotify:track:5KTZgG84bKFGm53lhLtTqc,https://api.spotify.com/v1/tracks/5KTZgG84bKFGm53lhLtTqc,https://api.spotify.com/v1/audio-analysis/5KTZgG84bKFGm53lhLtTqc,208135,4,,75,Mwaki,Zerb,9709693,"{'year': 2023, 'month': 10, 'day': 25}"
0.728,0.211,10,-13.415,1,0.0452,0.798,0.0,0.114,0.456,105.083,audio_features,5jVYM2wx3quAm55qn3N7LD,spotify:track:5jVYM2wx3quAm55qn3N7LD,https://api.spotify.com/v1/tracks/5jVYM2wx3quAm55qn3N7LD,https://api.spotify.com/v1/audio-analysis/5jVYM2wx3quAm55qn3N7LD,80503,4,"[""british children's music"", ""children's music"", 'nursery']",61,Zoom Zoom Zoom! We're Going to the Moon!,Vicky Arlidge,-1,"{'year': 0, 'month': 0, 'day': 0}"
0.854,0.738,6,-7.284,0,0.244,0.0581,0.0,0.106,0.847,100.0,audio_features,12LjNmRrdzhTn1vMcxN81m,spotify:track:12LjNmRrdzhTn1vMcxN81m,https://api.spotify.com/v1/tracks/12LjNmRrdzhTn1vMcxN81m,https://api.spotify.com/v1/audio-analysis/12LjNmRrdzhTn1vMcxN81m,254253,4,"['atl hip hop', 'contemporary r&b', 'dirty south rap', 'hip pop', 'r&b', 'southern hip hop', 'urban contemporary']",60,Money Ain't a Thang (feat. Jay-Z),Jermaine Dupri,3509054,"{'year': 2013, 'month': 5, 'day': 6}"
0.559,0.709,0,-6.14,1,0.0434,0.332,0.0,0.138,0.367,146.052,audio_features,0P0IfSuzTC6bLUsHjmDuvW,spotify:track:0P0IfSuzTC6bLUsHjmDuvW,https://api.spotify.com/v1/tracks/0P0IfSuzTC6bLUsHjmDuvW,https://api.spotify.com/v1/audio-analysis/0P0IfSuzTC6bLUsHjmDuvW,237339,4,"['ccm', 'christian alternative rock', 'christian music']",64,Rescue Story,Zach Williams,4646853,"{'year': 2019, 'month': 6, 'day': 21}"
0.749,0.745,6,-7.367,0,0.0479,0.0041,0.395,0.0748,0.347,115.048,audio_features,1LeItUMezKA1HdCHxYICed,spotify:track:1LeItUMezKA1HdCHxYICed,https://api.spotify.com/v1/tracks/1LeItUMezKA1HdCHxYICed,https://api.spotify.com/v1/audio-analysis/1LeItUMezKA1HdCHxYICed,262957,4,"['chillwave', 'edm', 'indietronica']",66,Say My Name,ODESZA,514133,"{'year': 2014, 'month': 9, 'day': 2}"
0.172,0.976,3,-18.606,0,0.0479,0.132,0.998,0.524,1e-05,111.529,audio_features,32W2llxLUCICb1tA56NvcL,spotify:track:32W2llxLUCICb1tA56NvcL,https://api.spotify.com/v1/tracks/32W2llxLUCICb1tA56NvcL,https://api.spotify.com/v1/audio-analysis/32W2llxLUCICb1tA56NvcL,156774,3,['rain'],62,Rain Zone,Washy Wonka,3644860,"{'year': 2018, 'month': 5, 'day': 28}"
0.759,0.678,9,-5.148,0,0.314,0.23,0.0,0.15,0.327,89.64,audio_features,5ljCWsDlSyJ41kwqym2ORw,spotify:track:5ljCWsDlSyJ41kwqym2ORw,https://api.spotify.com/v1/tracks/5ljCWsDlSyJ41kwqym2ORw,https://api.spotify.com/v1/audio-analysis/5ljCWsDlSyJ41kwqym2ORw,205560,4,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",72,03' Bonnie & Clyde,JAY-Z,3231,"{'year': 2002, 'month': 10, 'day': 10}"
0.875,0.732,1,-5.135,1,0.0635,0.0198,0.0,0.11,0.159,87.142,audio_features,323Tzd2yjV4pifrVAajafb,spotify:track:323Tzd2yjV4pifrVAajafb,https://api.spotify.com/v1/tracks/323Tzd2yjV4pifrVAajafb,https://api.spotify.com/v1/audio-analysis/323Tzd2yjV4pifrVAajafb,200933,4,"['atl hip hop', 'crunk', 'dirty south rap', 'futuristic swag', 'southern hip hop', 'trap']",62,Hood Nigga,Gorilla Zoe,21587,"{'year': 2007, 'month': 4, 'day': 24}"
0.501,0.811,9,-4.313,1,0.0834,0.369,0.0,0.372,0.719,83.695,audio_features,4AcIVgQDyBdLtfJyho29Mj,spotify:track:4AcIVgQDyBdLtfJyho29Mj,https://api.spotify.com/v1/tracks/4AcIVgQDyBdLtfJyho29Mj,https://api.spotify.com/v1/audio-analysis/4AcIVgQDyBdLtfJyho29Mj,212711,4,"['classic oklahoma country', 'modern country pop']",63,Whiskey Fever,Zach Bryan,7849909,"{'year': 2022, 'month': 5, 'day': 20}"
0.783,0.586,11,-8.068,0,0.204,0.159,0.0,0.389,0.312,177.024,audio_features,2lPE6W6ONJKmBE6hLjpIYo,spotify:track:2lPE6W6ONJKmBE6hLjpIYo,https://api.spotify.com/v1/tracks/2lPE6W6ONJKmBE6hLjpIYo,https://api.spotify.com/v1/audio-analysis/2lPE6W6ONJKmBE6hLjpIYo,230399,4,"['detroit hip hop', 'hip hop', 'rap']",63,Zeus (feat. White Gold),Eminem,6747691,"{'year': 2020, 'month': 12, 'day': None}"
0.0643,0.997,5,-24.05,1,0.0454,0.122,0.984,0.504,1e-05,73.389,audio_features,1N4fgDLtBwOAm9a0IXUCuf,spotify:track:1N4fgDLtBwOAm9a0IXUCuf,https://api.spotify.com/v1/tracks/1N4fgDLtBwOAm9a0IXUCuf,https://api.spotify.com/v1/audio-analysis/1N4fgDLtBwOAm9a0IXUCuf,156358,3,,64,Rainfall Retreat: Zen in Your Ears,Lush Rain Creators,-1,"{'year': 0, 'month': 0, 'day': 0}"
0.721,0.585,1,-4.184,1,0.0276,0.0143,2.42e-06,0.0682,0.355,99.0,audio_features,5mhW03yGpDpkYHs9aZaxSE,spotify:track:5mhW03yGpDpkYHs9aZaxSE,https://api.spotify.com/v1/tracks/5mhW03yGpDpkYHs9aZaxSE,https://api.spotify.com/v1/audio-analysis/5mhW03yGpDpkYHs9aZaxSE,155653,4,"['contemporary country', 'country', 'country road', 'modern country rock']",64,Loving You Easy,Zac Brown Band,1396676,"{'year': 2015, 'month': 5, 'day': 4}"
0.525,0.929,9,-8.56,0,0.0784,0.262,2.9e-05,0.0754,0.556,163.503,audio_features,4ItljeeAXtHsnsnnQojaO2,spotify:track:4ItljeeAXtHsnsnnQojaO2,https://api.spotify.com/v1/tracks/4ItljeeAXtHsnsnnQojaO2,https://api.spotify.com/v1/audio-analysis/4ItljeeAXtHsnsnnQojaO2,262748,4,"['album rock', 'classic rock', 'hard rock', 'rock']",67,D'yer Mak'er - Remaster,Led Zeppelin,467863,
0.531,0.403,3,-7.195,1,0.0338,0.551,1.38e-05,0.105,0.431,76.125,audio_features,1XdlLIfwryo38EZ7OzdoEG,spotify:track:1XdlLIfwryo38EZ7OzdoEG,https://api.spotify.com/v1/tracks/1XdlLIfwryo38EZ7OzdoEG,https://api.spotify.com/v1/audio-analysis/1XdlLIfwryo38EZ7OzdoEG,229280,4,"['contemporary country', 'country', 'country road', 'modern country rock']",63,Highway 20 Ride,Zac Brown Band,120577,"{'year': 2008, 'month': 11, 'day': 18}"
0.459,0.816,11,-4.872,0,0.403,0.423,0.0,0.169,0.643,80.293,audio_features,34j4OxJxKznBs88cjSL2j9,spotify:track:34j4OxJxKznBs88cjSL2j9,https://api.spotify.com/v1/tracks/34j4OxJxKznBs88cjSL2j9,https://api.spotify.com/v1/audio-analysis/34j4OxJxKznBs88cjSL2j9,324440,4,"['chicago rap', 'hip hop', 'rap']",65,Never Let Me Down,Kanye West,1465,"{'year': 2004, 'month': 2, 'day': 10}"
0.139,0.22,2,-19.974,0,0.0324,0.856,0.831,0.17,0.0789,71.432,audio_features,6kkwzB6hXLIONkEk9JciA6,spotify:track:6kkwzB6hXLIONkEk9JciA6,https://api.spotify.com/v1/tracks/6kkwzB6hXLIONkEk9JciA6,https://api.spotify.com/v1/audio-analysis/6kkwzB6hXLIONkEk9JciA6,480107,5,['ambient'],72,Weightless,Marconi Union,1968340,"{'year': 2011, 'month': 10, 'day': 4}"
0.865,0.557,2,-8.018,1,0.0612,0.0221,0.00353,0.0973,0.859,101.295,audio_features,6eB35pgMXdfhz5Z0WjwF1O,spotify:track:6eB35pgMXdfhz5Z0WjwF1O,https://api.spotify.com/v1/tracks/6eB35pgMXdfhz5Z0WjwF1O,https://api.spotify.com/v1/audio-analysis/6eB35pgMXdfhz5Z0WjwF1O,252400,4,"['contemporary r&b', 'r&b']",65,Hey Mr. D.J.,Zhané,1293804,"{'year': 1993, 'month': 8, 'day': 12}"
0.56,0.605,11,-11.209,0,0.0348,0.0408,0.000162,0.0585,0.756,144.478,audio_features,6mib3N4E8PZHAGQ3xy7bho,spotify:track:6mib3N4E8PZHAGQ3xy7bho,https://api.spotify.com/v1/tracks/6mib3N4E8PZHAGQ3xy7bho,https://api.spotify.com/v1/audio-analysis/6mib3N4E8PZHAGQ3xy7bho,279693,4,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",72,Moonage Daydream - 2012 Remaster,David Bowie,-1,"{'year': 0, 'month': 0, 'day': 0}"
0.792,0.694,8,-8.496,0,0.33,0.0619,2.32e-05,0.25,0.804,177.094,audio_features,4LGMSdeKOUoy5Wf75Je0Hl,spotify:track:4LGMSdeKOUoy5Wf75Je0Hl,https://api.spotify.com/v1/tracks/4LGMSdeKOUoy5Wf75Je0Hl,https://api.spotify.com/v1/audio-analysis/4LGMSdeKOUoy5Wf75Je0Hl,309773,4,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",64,Can I Get A...,JAY-Z,61,"{'year': 1998, 'month': 9, 'day': 29}"
0.618,0.845,2,0.175,1,0.132,0.114,0.0,0.415,0.486,171.921,audio_features,5mqzhMuUpvnMfwNz6iepmO,spotify:track:5mqzhMuUpvnMfwNz6iepmO,https://api.spotify.com/v1/tracks/5mqzhMuUpvnMfwNz6iepmO,https://api.spotify.com/v1/audio-analysis/5mqzhMuUpvnMfwNz6iepmO,181720,4,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop dance']",66,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",Diplo,-1,"{'year': 0, 'month': 0, 'day': 0}"
